1	7119456455405199361	7104772102897745931	7099441696161218601	7103909665117429761	7102622372612382731	707445824494690305
2	7119391941517025282	707691536146890753
3	7117804865996759043	7077338192064757763	709757160981286912
4	7117794510220206084	7106923052803072004	7103298754801131524	7081555362153144324	708465172277563393
5	7117675062104473605	7107937706615070725	7101655953800642605	7093916250011074565	7083195780869652495	7089908438482288645	7093913110827499525	7079399532719185935	7099229225219604485	7081333648851066885	7102538767802245125	7086767337304227855	7095958865573355535	7098296088587141125	7107809799678197765	7092286054279864325	7101516786040094725	7100126147645849605	7106412003117670405	7098233092491919365	7091689539148267525	708979657912102912
6	7115899586921553926	707278172405047296
7	711556079507914753
8	711417009519599617
9	711384240991113216
10	71122904791777280010	71055738614308864010	70914719387003289610	709871044635418625
11	71122488132977868811	71084349616126361611	71084324818544230611	710388237953400832
12	71122349038111129612	70883708941730611212	70874226072949965012	70883709280207667612	708837091464122368
13	71117914447064268813	70844270573978419213	708446689959534592
14	711066330154205185
15	71079133162754048015	71078871445318860815	71106184096978125015	70937126093809664115	70986586192705945715	71048514301477683215	71048549051286323215	70879363016994406415	71078145332862976015	70711296903811072015	70785755531019059215	70705254619652505615	71048404036162355215	70879313856816332815	707872097759002624
16	711061594332123136
17	71106161591181312017	71076918764006195317	71043745225140224017	708791653750988800
18	71106168313387417618	70711145538913484818	70847301116748186118	71021916552579891218	70946937883683225618	709605164399894528
19	71106173883430092819	71037842334495539319	708794715626475520
20	71105595148331417620	71043897154593177620	70796152396920832020	70964465739594547220	70743074919303168020	70795785533734092820	707550695239581696
21	71103415076600627221	70734494556112486521	707367578654498816
22	71084242345112371222	71103430684443852922	70806952041034956822	70806914266712474022	70724800314966425622	70746380533754265722	707220135933779969
23	711016887761686528
24	70978642373869977624	710971163837636609
25	71071647629096140825	71088788295376076925	70737881732153344225	71053064395273830525	70736517192108441625	70736500036141465725	70833779419688141025	70806635107667968025	70728282284377702425	70736558672920985725	709857958394368004
26	71086766702506393626	70823499292991488026	70988315968962560026	70986839638964224026	708236664586543105
